Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,,Count
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,11
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,e Buddhist,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,i No religion,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,d Other ethnic group,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,d Other ethnic group,b Muslim,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Other offences,,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,,16
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,a Christian,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Other offences,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,,16
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,b Muslim,Wilful Damage,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,e Buddhist,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,e Buddhist,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,f Jewish,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,f Jewish,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,g Other religious groups,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,g Other religious groups,Wilful Damage,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Other offences,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,e White,i No religion,Wilful Damage,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,25 - 29,f Not known,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,a Asian or Asian British,b Muslim,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,6
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,d Other ethnic group,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,d Other ethnic group,i No religion,Wilful Damage,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Other offences,,8
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,,18
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Violence,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,a Christian,Wilful Damage,,5
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Other offences,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,b Muslim,Wilful Damage,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,g Other religious groups,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,g Other religious groups,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,g Other religious groups,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Other offences,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,,13
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,3
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Other offences,,4
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,,7
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Violence,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,a Christian,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,b Muslim,Wilful Damage,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,f Jewish,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,f Jewish,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,f Jewish,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,i No religion,Other offences,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,40 - 49,f Not known,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,a Asian or Asian British,b Muslim,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,f Jewish,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Other offences,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,,6
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,b Muslim,Wilful Damage,,2
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,e Buddhist,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,e Buddhist,Other offences,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Independent adjudicator,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Independent adjudicator,M,25 - 29,e White,a Christian,Violence,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Independent adjudicator,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,,10
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Missing,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category B,Swaleside (Sheppey Cluster),Missing,M,40 - 49,e White,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Ashfield,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Ashfield,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,,3
Q1,Proved,Category C,Ashfield,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Proved,Category C,Ashfield,Governor,M,30 - 39,e White,g Other religious groups,Violence,,1
Q1,Proved,Category C,Ashfield,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Ashfield,Governor,M,30 - 39,e White,i No religion,Violence,,1
Q1,Proved,Category C,Ashfield,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Ashfield,Governor,M,40 - 49,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Ashfield,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Ashfield,Governor,M,70 and over,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Ashfield,Governor,M,70 and over,e White,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,a Asian or Asian British,b Muslim,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,b Black/ African/ Caribbean/ Black British,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,d Other ethnic group,a Christian,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,d Other ethnic group,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Other offences,,3
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Unauthorised transactions,,5
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,a Christian,Wilful Damage,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,b Muslim,Violence,,2
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,b Muslim,Wilful Damage,,5
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,e Buddhist,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,,2
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Violence,,3
Q1,Proved,Category C,Berwyn,Governor,M,18 - 20,e White,i No religion,Wilful Damage,,9
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,i No religion,Other offences,,2
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,6
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,3
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,,7
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Other offences,,4
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Unauthorised transactions,,5
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Violence,,3
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Violence,,9
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,a Christian,Wilful Damage,,14
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,b Muslim,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,e Buddhist,Violence,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,,8
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Disobedience/disrespect,,5
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Other offences,,1
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Other offences,,4
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,,5
Q1,Proved,Category C,Berwyn,Governor,M,21 - 24,e White,i No religion,Violence,,1
